외국인 등록번호,이름,성별,나이,국적,거주지,직업,한국어 수준,점수,OX리스트,득점리스트,선택답안,문항코드리스트,문항배점리스트
6033437692,Chen Jie,남,54,중국,서울,노동자,3,28.5,OXOOOOXXOOXXXXXXXOOXXOXXXXXXXXOXXOXXXOOOOOOOXXXXXX,"1.5,0,1.5,1.5,1.5,1.5,0,0,1.5,1.5,0,0,0,0,0,0,0,1.5,1.5,0,0,1.5,0,0,0,0,0,0,0,0,1.5,0,0,1.5,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0","1,4,3,3,4,3,1,2,2,1,3,4,2,2,2,3,2,1,3,1,2,3,4,1,1,2,1,3,4,1,3,3,4,3,1,3,2,4,3,4,2,2,3,2,1,4,4,3,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
9402890323,Rustam,여,50,우즈베키스탄,부산,예술가,1,13.5,XXXOXOXXOXXXOOXOXXXXXXXOXXXXXXXXOXXXXXXOXXXXXXXXXX,"0,0,0,1.5,0,1.5,0,0,1.5,0,0,0,1.5,1.5,0,1.5,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0","4,3,1,3,2,3,2,3,2,2,1,4,3,3,4,4,1,2,2,1,2,1,2,3,1,3,2,3,1,2,1,2,2,4,1,1,4,1,4,4,4,1,4,3,3,1,4,2,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
9656914669,Le,남,18,베트남,울산,노동자,1,15.0,XXXXOXXXXXXXXOXXXXXXXXXXXXXXOXXOXOXXXXXOXOOXXXOXOX,"0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1.5,0,1.5,0,0,0,0,0,1.5,0,1.5,1.5,0,0,0,1.5,0,1.5,0","2,3,2,4,4,1,1,2,3,3,1,1,2,3,4,1,2,2,2,1,4,2,1,2,2,3,3,4,3,1,4,4,4,3,4,1,1,1,2,4,3,2,3,4,3,4,1,1,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
3809829570,Maria,여,37,필리핀,인천,노동자,3,25.5,OXXXXXXXOXXXOXXXXXOOXOXXXXOXXOXOOXXOOOXXOOXXOXXXOX,"1.5,0,0,0,0,0,0,0,1.5,0,0,0,1.5,0,0,0,0,0,1.5,1.5,0,1.5,0,0,0,0,1.5,0,0,1.5,0,1.5,1.5,0,0,1.5,1.5,1.5,0,0,1.5,1.5,0,0,1.5,0,0,0,1.5,0","1,1,1,1,2,2,4,3,2,3,3,3,3,1,2,1,1,3,3,3,2,3,1,1,4,3,4,3,1,3,1,4,2,4,2,2,3,4,4,2,2,2,1,3,2,1,3,3,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
2563731859,Le,남,18,베트남,대전,유학,4,58.5,OOOOOOOOXXOOOOOOXOOOOOOOOOOOXOXOOOOXOOOOXXXOOXOXOO,"1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0,0,1.5,1.5,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0,1.5,0,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0,0,0,1.5,1.5,0,1.5,0,1.5,1.5","1,2,3,3,4,3,3,1,4,3,4,2,3,3,3,4,4,1,3,3,1,3,3,3,3,4,4,2,1,3,2,4,2,3,3,3,3,4,3,4,3,1,2,2,2,4,1,3,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
1256620396,Enkhbayar,여,21,몽골,울산,노동자,3,37.5,OOOXXXXXXXXOXOOOOOOXXXXOOOXXXOXOXOXOOOXOOXXOXXOXOO,"1.5,1.5,1.5,0,0,0,0,0,0,0,0,1.5,0,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,1.5,1.5,1.5,0,0,0,1.5,0,1.5,0,1.5,0,1.5,1.5,1.5,0,1.5,1.5,0,0,1.5,0,0,1.5,0,1.5,1.5","1,2,3,4,3,2,2,2,4,4,2,2,1,3,3,4,3,1,3,2,2,2,1,3,3,4,1,1,2,3,2,4,1,3,2,2,3,4,4,4,2,3,4,2,1,2,1,1,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
5849278990,Li Wei,여,29,중국,대구,노동자,1,15.0,OXXOOXXXXXOXXXXXOXXXXXXXXXXXXXXXXXOOXOXXXXOXXXXOXX,"1.5,0,0,1.5,1.5,0,0,0,0,0,1.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0","1,3,4,3,4,2,1,3,3,3,4,4,2,4,2,2,3,3,2,1,4,2,4,2,1,3,2,1,1,2,4,2,3,4,3,2,2,4,2,1,4,4,3,3,3,1,2,4,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
3913831092,Ali,여,39,우즈베키스탄,울산,노동자,1,9.0,OXOXXXOXXXOXXXXXXXXXXXXXXOXXXXXXXXXXOXXXXXXXXXXXXX,"1.5,0,1.5,0,0,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0","1,3,3,2,1,4,3,4,1,2,4,1,1,4,2,2,1,4,2,4,3,2,1,4,1,4,1,1,1,2,2,1,3,4,4,1,3,3,1,1,3,4,1,1,4,1,4,1,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
8307065543,Hoang,남,27,베트남,광주,노동자,2,22.5,OOXOXXOOXXXXXXXXXXXXXXOXXXOOOXOOOXXXXXXOXXOOXXXXXX,"1.5,1.5,0,1.5,0,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1.5,1.5,1.5,0,1.5,1.5,1.5,0,0,0,0,0,0,1.5,0,0,1.5,1.5,0,0,0,0,0,0","1,2,1,3,2,2,3,1,3,2,3,3,1,1,2,1,2,2,1,2,4,4,3,2,1,2,4,2,3,2,3,4,2,4,1,3,4,2,1,4,1,1,3,2,4,4,2,3,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
3352440382,Chen Jie,남,41,중국,부산,예술가,3,48.0,XOOOOOOXXOXXOXOOOOOOXOXXOOXOXOOOOOXOXOXOXOXXOOOXOO,"0,1.5,1.5,1.5,1.5,1.5,1.5,0,0,1.5,0,0,1.5,0,1.5,1.5,1.5,1.5,1.5,1.5,0,1.5,0,0,1.5,1.5,0,1.5,0,1.5,1.5,1.5,1.5,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,0,1.5,1.5,1.5,0,1.5,1.5","4,2,3,3,4,3,3,3,1,1,2,4,3,1,3,4,3,1,3,3,2,3,4,2,3,4,1,2,2,3,3,4,2,3,1,2,1,4,4,4,1,2,4,1,2,3,1,1,0,0","24774,26323,23775,41723,46770,3874,46382,29517,15781,29246,47523,38875,24641,16393,22367,1315,30127,43336,20182,6230,38624,46240,35182,39059,137,46001,31183,27735,19409,9570,34826,7728,3464,25679,2684,46472,34980,25779,24662,10637,24251,6612,21967,44773,23024,7796,22360,5120,43808,26269","1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5"
